,equity,benchmark_equity,alpha_equity
2020-12-18 10:15:00,999364.0,999364.0,1000000.0
2020-12-18 10:20:00,999553.9152445,1000530.0,999023.9152445
2020-12-18 10:25:00,999636.737735,1001060.0,998576.737735
2020-12-18 10:30:00,998476.977027,1000000.0,998476.977027
2020-12-18 10:35:00,998476.977027,1000000.0,998476.977027
2020-12-18 10:40:00,998346.977027,999788.0,998558.977027
2020-12-18 10:45:00,998541.977027,1000106.0,998435.977027
2020-12-18 10:50:00,998346.977027,999788.0,998558.977027
2020-12-18 10:55:00,997436.977027,998304.0,999132.977027
2020-12-18 11:00:00,997566.977027,998516.0,999050.977027
2020-12-18 11:05:00,998021.977027,999258.0,998763.977027
2020-12-18 11:10:00,997956.977027,999152.0,998804.977027
2020-12-18 11:15:00,997761.977027,998834.0,998927.977027
2020-12-18 11:20:00,998411.977027,999894.0,998517.977027
2020-12-18 11:25:00,998411.977027,999894.0,998517.977027
2020-12-18 11:30:00,998996.977027,1000848.0,998148.977027
2020-12-18 13:05:00,998801.977027,1000530.0,998271.977027
2020-12-18 13:10:00,998086.977027,999364.0,998722.977027
2020-12-18 13:15:00,997436.977027,998304.0,999132.977027
2020-12-18 13:20:00,996916.977027,997456.0,999460.977027
2020-12-18 13:25:00,995047.7698295,995972.0,999075.7698295
2020-12-18 13:30:00,997803.7698295,998728.0,999075.7698295
2020-12-18 13:35:00,996955.7698295,997880.0,999075.7698295
2020-12-18 13:40:00,996213.7698295,997138.0,999075.7698295
2020-12-18 13:45:00,994517.7698295,995442.0,999075.7698295
2020-12-18 13:50:00,994729.7698295,995654.0,999075.7698295
2020-12-18 13:55:00,995471.7698295,996396.0,999075.7698295
2020-12-18 14:00:00,995259.7698295,996184.0,999075.7698295
2020-12-18 14:05:00,994093.7698295,995018.0,999075.7698295
2020-12-18 14:10:00,993563.7698295,994488.0,999075.7698295
2020-12-18 14:15:00,993881.7698295,994806.0,999075.7698295
2020-12-18 14:20:00,993563.7698295,994488.0,999075.7698295
2020-12-18 14:25:00,992927.7698295,993852.0,999075.7698295
2020-12-18 14:30:00,989853.7698295,990778.0,999075.7698295
2020-12-18 14:35:00,988369.7698295,989294.0,999075.7698295
2020-12-18 14:40:00,983917.7698295,984842.0,999075.7698295
2020-12-18 14:45:00,984765.7698295,985690.0,999075.7698295
2020-12-18 14:50:00,986037.7698295,986962.0,999075.7698295
2020-12-18 14:55:00,986461.7698295,987386.0,999075.7698295
2020-12-18 15:00:00,986779.7698295,987704.0,999075.7698295
2020-12-21 09:35:00,971727.7698295,972652.0,999075.7698295
2020-12-21 09:40:00,977663.7698295,978588.0,999075.7698295
2020-12-21 09:45:00,980207.7698295,981132.0,999075.7698295
2020-12-21 09:50:00,979995.7698295,980920.0,999075.7698295
2020-12-21 09:55:00,985507.7698295,986432.0,999075.7698295
2020-12-21 10:00:00,984977.7698295,985902.0,999075.7698295
2020-12-21 10:05:00,989641.7698295,990566.0,999075.7698295
2020-12-21 10:10:00,989217.7698295,990142.0,999075.7698295
2020-12-21 10:15:00,989429.7698295,990354.0,999075.7698295
2020-12-21 10:20:00,984553.7698295,985478.0,999075.7698295
2020-12-21 10:25:00,984553.7698295,985478.0,999075.7698295
